row,source_url,source_path,release_state,status,final_url,redirect_count,robots,canonical,in_sitemap,exact_path_passed,metadata_passed,passed,error
109,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-alberta-ca/,0,"noindex,follow",,False,True,True,True,
110,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-arkansas/,0,"noindex,follow",,False,True,True,True,
111,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-delaware/,0,"noindex,follow",,False,True,True,True,
112,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-maryland/,0,"noindex,follow",,False,True,True,True,
113,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-massachusetts/,0,"noindex,follow",,False,True,True,True,
114,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-michigan/,0,"noindex,follow",,False,True,True,True,
115,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-mississippi/,0,"noindex,follow",,False,True,True,True,
116,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-nevada/,0,"noindex,follow",,False,True,True,True,
117,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-hampshire/,0,"noindex,follow",,False,True,True,True,
118,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,staged_noindex,200,https://temporary123.com/equipment-rental/restroom-trailers/portable-restroom-trailers-in-new-jersey/,0,"noindex,follow",,False,True,True,True,
